,bed,bath,acre_lot,zip_code,house_size,prev_sold_date,price,prev_sold_year,latitude,longitude,county
10372,3.0,2.0,0.11,8902.0,2940.0,1997-05-23,620000.0,1997,40.439213,-74.484303,8
10373,3.0,3.0,0.28,8902.0,1680.0,2016-06-23,350000.0,2016,40.439213,-74.484303,8
10375,3.0,1.0,0.31,8902.0,1168.0,2014-07-21,360000.0,2014,40.439213,-74.484303,8
10376,2.0,2.0,0.11,8902.0,1500.0,2022-02-28,250000.0,2022,40.439213,-74.484303,8
10377,4.0,3.0,0.1,8902.0,2109.0,2012-07-31,495000.0,2012,40.439213,-74.484303,8
10379,2.0,2.0,0.11,8902.0,1500.0,2005-01-28,264999.0,2005,40.439213,-74.484303,8
10380,2.0,2.0,0.02,8902.0,1486.0,1986-09-29,299000.0,1986,40.439213,-74.484303,8
10381,4.0,3.0,0.34,8902.0,1500.0,2019-10-01,600000.0,2019,40.439213,-74.484303,8
10382,2.0,2.0,0.11,8902.0,1500.0,2004-06-11,349999.0,2004,40.439213,-74.484303,8
10383,4.0,3.0,0.33,8902.0,2246.0,2013-07-23,740000.0,2013,40.439213,-74.484303,8
10384,2.0,3.0,0.11,8902.0,1248.0,2014-08-18,315000.0,2014,40.439213,-74.484303,8
10387,5.0,3.0,0.44,8902.0,3314.0,2004-06-30,750000.0,2004,40.439213,-74.484303,8
10388,3.0,2.0,0.39,8902.0,1885.0,2010-05-13,529000.0,2010,40.439213,-74.484303,8
10389,4.0,2.0,0.11,8902.0,1500.0,1986-12-11,950000.0,1986,40.439213,-74.484303,8
10391,3.0,3.0,0.16,8902.0,2085.0,1990-07-19,559000.0,1990,40.439213,-74.484303,8
10392,5.0,1.0,3.32,8902.0,1500.0,2001-12-08,1400000.0,2001,40.439213,-74.484303,8
10393,3.0,2.0,2.67,8902.0,1500.0,2013-12-13,1500000.0,2013,40.439213,-74.484303,8
10397,2.0,2.0,0.11,8873.0,1051.0,2006-01-03,273000.0,2006,40.496619,-74.532009,17
10400,6.0,4.0,0.51,8873.0,1500.0,2019-03-06,569000.0,2019,40.496619,-74.532009,17
10401,4.0,3.0,0.56,8873.0,2556.0,2013-06-24,739000.0,2013,40.496619,-74.532009,17
10402,5.0,4.0,0.91,8873.0,1500.0,2021-09-28,799000.0,2021,40.496619,-74.532009,17
10403,3.0,3.0,0.11,8873.0,1500.0,2017-04-21,378000.0,2017,40.496619,-74.532009,17
10404,4.0,3.0,0.51,8873.0,1500.0,1994-10-26,575000.0,1994,40.496619,-74.532009,17
10405,2.0,3.0,0.03,8873.0,1452.0,2013-05-02,299900.0,2013,40.496619,-74.532009,17
10406,3.0,3.0,0.19,8873.0,1500.0,2019-03-19,699900.0,2019,40.496619,-74.532009,17
10407,4.0,2.0,0.46,8873.0,1500.0,1997-07-08,429900.0,1997,40.496619,-74.532009,17
10408,3.0,3.0,0.05,8873.0,1500.0,1999-04-16,359000.0,1999,40.496619,-74.532009,17
10409,1.0,1.0,0.11,8873.0,1500.0,2003-07-28,79000.0,2003,40.496619,-74.532009,17
10410,3.0,3.0,0.17,8873.0,2800.0,1996-11-18,425000.0,1996,40.496619,-74.532009,17
10411,2.0,3.0,0.04,8873.0,1742.0,2005-07-20,375000.0,2005,40.496619,-74.532009,17
10412,3.0,3.0,0.05,8873.0,1500.0,2015-04-30,499000.0,2015,40.496619,-74.532009,17
10413,4.0,3.0,0.75,8873.0,1500.0,1988-02-22,499900.0,1988,40.496619,-74.532009,17
10414,3.0,2.0,0.92,8873.0,1500.0,1987-06-01,215000.0,1987,40.496619,-74.532009,17
10415,2.0,3.0,0.07,8873.0,1428.0,2004-03-04,335000.0,2004,40.496619,-74.532009,17
10416,3.0,2.0,0.34,8873.0,1500.0,1994-08-15,80000.0,1994,40.496619,-74.532009,17
10417,3.0,3.0,0.14,8873.0,1500.0,2004-05-03,650000.0,2004,40.496619,-74.532009,17
10419,4.0,2.0,0.24,8873.0,1500.0,2009-02-02,499900.0,2009,40.496619,-74.532009,17
10420,3.0,3.0,0.2,8873.0,1500.0,2020-06-03,415000.0,2020,40.496619,-74.532009,17
10421,2.0,1.0,0.17,8873.0,714.0,2019-06-19,419900.0,2019,40.496619,-74.532009,17
10422,3.0,3.0,0.05,8873.0,1500.0,2022-02-11,369000.0,2022,40.496619,-74.532009,17
10423,3.0,2.0,0.44,8873.0,1500.0,1987-12-24,275000.0,1987,40.496619,-74.532009,17
10424,2.0,2.0,0.02,8873.0,1128.0,2015-10-16,260000.0,2015,40.496619,-74.532009,17
10425,4.0,3.0,0.37,8873.0,2480.0,2017-10-10,580000.0,2017,40.496619,-74.532009,17
10426,2.0,3.0,0.04,8873.0,1500.0,2015-08-24,339999.0,2015,40.496619,-74.532009,17
10427,3.0,3.0,0.28,8873.0,2016.0,2005-10-17,499900.0,2005,40.496619,-74.532009,17
10429,3.0,2.0,0.34,8873.0,1500.0,1997-01-28,445000.0,1997,40.496619,-74.532009,17
10430,2.0,3.0,0.11,8873.0,1500.0,2014-04-30,360000.0,2014,40.496619,-74.532009,17
10431,4.0,3.0,0.4,8873.0,1980.0,1998-01-28,487000.0,1998,40.496619,-74.532009,17
10433,3.0,2.0,0.11,8873.0,1500.0,2008-02-29,349900.0,2008,40.496619,-74.532009,17
10435,4.0,3.0,1.08,8873.0,1500.0,1996-11-18,789900.0,1996,40.496619,-74.532009,17
10436,2.0,1.0,0.46,8873.0,1500.0,1991-09-16,325000.0,1991,40.496619,-74.532009,17
10437,2.0,3.0,0.05,8873.0,1500.0,2008-02-20,349900.0,2008,40.496619,-74.532009,17
10439,4.0,2.0,0.37,8873.0,1500.0,1994-08-23,495000.0,1994,40.496619,-74.532009,17
10440,2.0,2.0,0.11,8873.0,948.0,2006-02-07,199900.0,2006,40.496619,-74.532009,17
10441,2.0,2.0,0.16,8873.0,2000.0,2005-03-22,499000.0,2005,40.496619,-74.532009,17
10442,2.0,3.0,0.04,8873.0,1500.0,2018-10-16,349999.0,2018,40.496619,-74.532009,17
10443,4.0,4.0,0.34,8873.0,1500.0,1992-11-19,499900.0,1992,40.496619,-74.532009,17
10444,4.0,3.0,0.24,8873.0,1500.0,2006-09-22,535000.0,2006,40.496619,-74.532009,17
10446,3.0,2.0,0.11,8873.0,1500.0,2014-05-16,490000.0,2014,40.496619,-74.532009,17
10447,2.0,3.0,0.11,8873.0,1500.0,2007-03-02,372500.0,2007,40.496619,-74.532009,17
10449,4.0,2.0,0.24,8873.0,2156.0,1999-01-13,351750.0,1999,40.496619,-74.532009,17
10452,2.0,2.0,0.09,8873.0,1500.0,2010-11-03,299000.0,2010,40.496619,-74.532009,17
10453,3.0,3.0,0.07,8873.0,1678.0,2004-04-12,430000.0,2004,40.496619,-74.532009,17
10454,4.0,3.0,0.37,8873.0,1500.0,1973-02-21,399000.0,1973,40.496619,-74.532009,17
10456,4.0,3.0,0.3,8873.0,1500.0,2003-12-16,499000.0,2003,40.496619,-74.532009,17
10457,2.0,3.0,0.05,8873.0,1620.0,2002-10-03,360000.0,2002,40.496619,-74.532009,17
10458,2.0,3.0,0.05,8873.0,1500.0,2016-07-28,350000.0,2016,40.496619,-74.532009,17
10459,2.0,3.0,0.05,8873.0,1500.0,1987-12-14,329900.0,1987,40.496619,-74.532009,17
10460,2.0,2.0,0.14,8873.0,1500.0,2011-12-28,535000.0,2011,40.496619,-74.532009,17
10461,6.0,4.0,0.23,8873.0,2764.0,1986-05-16,499000.0,1986,40.496619,-74.532009,17
10462,3.0,3.0,0.05,8873.0,2016.0,2014-07-14,499900.0,2014,40.496619,-74.532009,17
10463,3.0,1.0,0.17,8873.0,1500.0,2005-10-21,335000.0,2005,40.496619,-74.532009,17
10464,3.0,2.0,0.21,8873.0,1500.0,2015-08-18,399000.0,2015,40.496619,-74.532009,17
10465,4.0,3.0,0.36,8873.0,1500.0,2008-04-08,579900.0,2008,40.496619,-74.532009,17
10466,2.0,3.0,0.05,8873.0,1456.0,2008-05-20,350000.0,2008,40.496619,-74.532009,17
10467,5.0,4.0,0.99,8873.0,3926.0,2011-07-13,1075000.0,2011,40.496619,-74.532009,17
10468,2.0,3.0,0.11,8873.0,1564.0,2013-04-16,345000.0,2013,40.496619,-74.532009,17
10469,2.0,3.0,0.03,8873.0,1500.0,2007-09-06,299000.0,2007,40.496619,-74.532009,17
10471,3.0,1.0,0.28,8873.0,1104.0,2005-03-07,300000.0,2005,40.496619,-74.532009,17
10472,3.0,1.0,0.28,8873.0,1500.0,2003-09-19,319900.0,2003,40.496619,-74.532009,17
10473,4.0,3.0,0.16,8873.0,2784.0,2012-10-03,700000.0,2012,40.496619,-74.532009,17
10475,3.0,2.0,3.44,8873.0,1500.0,2001-10-02,900000.0,2001,40.496619,-74.532009,17
10476,3.0,3.0,0.1,8873.0,2136.0,2010-10-22,450000.0,2010,40.496619,-74.532009,17
10477,2.0,3.0,0.17,8873.0,2279.0,2004-12-28,550000.0,2004,40.496619,-74.532009,17
10478,4.0,2.0,0.25,8873.0,1500.0,2006-03-03,510000.0,2006,40.496619,-74.532009,17
10479,2.0,2.0,0.11,8873.0,1645.0,2009-08-18,409900.0,2009,40.496619,-74.532009,17
10480,2.0,2.0,0.11,8873.0,1731.0,2005-06-17,405000.0,2005,40.496619,-74.532009,17
10481,2.0,2.0,0.15,8873.0,1500.0,2004-02-17,465000.0,2004,40.496619,-74.532009,17
10482,2.0,2.0,0.13,8873.0,1500.0,2003-04-04,469000.0,2003,40.496619,-74.532009,17
10483,2.0,2.0,0.11,8873.0,1775.0,2008-11-25,429900.0,2008,40.496619,-74.532009,17
10484,4.0,3.0,0.55,8873.0,1500.0,2003-11-10,449900.0,2003,40.496619,-74.532009,17
10485,3.0,2.0,0.92,8873.0,1500.0,2010-08-09,274900.0,2010,40.496619,-74.532009,17
10486,3.0,2.0,5.0,8873.0,1500.0,2002-01-07,519000.0,2002,40.496619,-74.532009,17
10487,4.0,3.0,0.36,8873.0,1980.0,2003-04-10,495000.0,2003,40.496619,-74.532009,17
10488,3.0,2.0,6.3,8873.0,1500.0,2006-03-30,1600000.0,2006,40.496619,-74.532009,17
10489,2.0,2.0,0.11,8873.0,1051.0,2001-07-23,279000.0,2001,40.496619,-74.532009,17
10490,2.0,1.0,0.11,8873.0,974.0,2003-08-11,150000.0,2003,40.496619,-74.532009,17
10492,3.0,3.0,0.15,8873.0,1800.0,2018-06-22,499000.0,2018,40.496619,-74.532009,17
10493,4.0,3.0,0.68,8873.0,1500.0,2012-09-12,699900.0,2012,40.496619,-74.532009,17
10495,4.0,2.0,0.29,8873.0,1500.0,2016-09-02,489900.0,2016,40.496619,-74.532009,17
10497,3.0,1.0,0.08,8873.0,1500.0,2004-10-18,260000.0,2004,40.496619,-74.532009,17
10498,5.0,3.0,0.57,8873.0,2799.0,1998-08-17,749000.0,1998,40.496619,-74.532009,17
10500,4.0,3.0,0.34,8873.0,1500.0,2015-09-16,649900.0,2015,40.496619,-74.532009,17
10501,3.0,2.0,0.15,8873.0,1500.0,2020-08-12,610000.0,2020,40.496619,-74.532009,17
10502,2.0,3.0,0.04,8873.0,1423.0,2016-07-18,345000.0,2016,40.496619,-74.532009,17
10503,3.0,3.0,0.65,8873.0,2720.0,2007-09-13,516000.0,2007,40.496619,-74.532009,17
10504,3.0,3.0,0.05,8873.0,2379.0,2018-10-02,449900.0,2018,40.496619,-74.532009,17
10505,2.0,1.0,0.11,8873.0,886.0,2020-02-28,225000.0,2020,40.496619,-74.532009,17
10506,2.0,3.0,0.13,8873.0,1500.0,2006-01-23,540000.0,2006,40.496619,-74.532009,17
10507,5.0,2.0,0.18,8873.0,1500.0,2001-06-11,560000.0,2001,40.496619,-74.532009,17
10508,3.0,3.0,0.11,8873.0,1500.0,2008-11-12,375000.0,2008,40.496619,-74.532009,17
10509,3.0,2.0,0.77,8873.0,1500.0,2019-11-15,499000.0,2019,40.496619,-74.532009,17
10511,3.0,2.0,1.21,8873.0,1500.0,2017-11-17,249999.0,2017,40.496619,-74.532009,17
10512,3.0,2.0,6.14,8873.0,1500.0,2005-10-19,2100000.0,2005,40.496619,-74.532009,17
10513,2.0,3.0,0.04,8873.0,1474.0,2008-07-03,349900.0,2008,40.496619,-74.532009,17
10514,3.0,3.0,0.11,8873.0,1500.0,2016-09-28,419900.0,2016,40.496619,-74.532009,17
10517,4.0,2.0,0.22,8873.0,1500.0,1954-11-19,339900.0,1954,40.496619,-74.532009,17
10519,2.0,2.0,0.08,8816.0,1366.0,2006-04-21,150000.0,2006,40.429119,-74.416287,8
10520,4.0,2.0,0.38,8816.0,1680.0,2006-08-15,499900.0,2006,40.429119,-74.416287,8
10521,2.0,1.0,0.11,8816.0,1500.0,2015-04-17,168352.0,2015,40.429119,-74.416287,8
10523,4.0,3.0,0.45,8816.0,2440.0,2015-09-28,650000.0,2015,40.429119,-74.416287,8
10524,4.0,2.0,0.67,8816.0,1901.0,2018-05-18,635000.0,2018,40.429119,-74.416287,8
10525,4.0,2.0,0.15,8816.0,1206.0,2004-11-01,324900.0,2004,40.429119,-74.416287,8
10526,2.0,1.0,0.07,8816.0,1056.0,2007-09-14,191000.0,2007,40.429119,-74.416287,8
10527,2.0,3.0,0.09,8816.0,1473.0,2000-09-20,319900.0,2000,40.429119,-74.416287,8
10529,3.0,2.0,0.15,8816.0,1229.0,2017-03-24,350000.0,2017,40.429119,-74.416287,8
10530,4.0,3.0,0.34,8816.0,1500.0,2021-07-14,575000.0,2021,40.429119,-74.416287,8
10531,2.0,2.0,0.54,8816.0,1500.0,2003-07-07,275000.0,2003,40.429119,-74.416287,8
10532,4.0,3.0,0.45,8816.0,1500.0,2003-09-05,589000.0,2003,40.429119,-74.416287,8
10533,4.0,4.0,0.34,8816.0,2704.0,1988-02-16,679000.0,1988,40.429119,-74.416287,8
10534,3.0,1.0,0.16,8816.0,1356.0,2012-05-25,369900.0,2012,40.429119,-74.416287,8
10535,5.0,4.0,0.43,8816.0,2918.0,2001-09-26,715000.0,2001,40.429119,-74.416287,8
10536,3.0,3.0,0.11,8816.0,1500.0,2016-11-19,498000.0,2016,40.429119,-74.416287,8
10538,3.0,2.0,0.15,8816.0,1500.0,2016-05-18,419900.0,2016,40.429119,-74.416287,8
10539,4.0,2.0,0.32,8816.0,1898.0,1986-04-07,500000.0,1986,40.429119,-74.416287,8
10540,2.0,2.0,0.09,8816.0,1108.0,2002-07-19,199900.0,2002,40.429119,-74.416287,8
10541,3.0,2.0,0.54,8816.0,1500.0,1990-08-29,535000.0,1990,40.429119,-74.416287,8
10543,4.0,3.0,0.4,8816.0,1852.0,2016-02-08,559900.0,2016,40.429119,-74.416287,8
10544,2.0,2.0,0.11,8816.0,1333.0,2004-03-03,225000.0,2004,40.429119,-74.416287,8
10545,3.0,2.0,0.34,8816.0,2140.0,1994-09-08,525000.0,1994,40.429119,-74.416287,8
10546,4.0,2.0,0.3,8816.0,1904.0,2004-01-29,549000.0,2004,40.429119,-74.416287,8
10547,4.0,5.0,0.35,8816.0,1500.0,2022-03-03,700000.0,2022,40.429119,-74.416287,8
10550,3.0,3.0,0.17,8816.0,1792.0,2004-05-24,450000.0,2004,40.429119,-74.416287,8
10551,4.0,3.0,0.37,8816.0,1500.0,1989-06-06,659000.0,1989,40.429119,-74.416287,8
10552,4.0,2.0,0.23,8816.0,1840.0,2019-07-16,539999.0,2019,40.429119,-74.416287,8
10553,2.0,2.0,0.1,8816.0,1134.0,2002-06-13,249000.0,2002,40.429119,-74.416287,8
10554,3.0,3.0,0.4,8816.0,2379.0,2021-11-08,494900.0,2021,40.429119,-74.416287,8
10555,4.0,2.0,0.37,8816.0,1500.0,2021-03-18,439900.0,2021,40.429119,-74.416287,8
10556,3.0,1.0,0.11,8816.0,2040.0,2022-01-24,340000.0,2022,40.429119,-74.416287,8
10557,5.0,2.0,0.17,8816.0,1500.0,2021-06-16,450000.0,2021,40.429119,-74.416287,8
10558,5.0,2.0,0.38,8816.0,1904.0,2021-12-29,499900.0,2021,40.429119,-74.416287,8
10559,3.0,3.0,0.11,8816.0,1500.0,2022-02-09,379900.0,2022,40.429119,-74.416287,8
10560,3.0,2.0,0.41,8816.0,1778.0,2022-01-14,369900.0,2022,40.429119,-74.416287,8
10561,3.0,2.0,0.21,8816.0,1330.0,1998-08-10,349500.0,1998,40.429119,-74.416287,8
10563,2.0,1.0,0.54,8816.0,836.0,2014-07-09,164442.0,2014,40.429119,-74.416287,8
10564,4.0,2.0,0.2,8816.0,1500.0,2021-01-22,524900.0,2021,40.429119,-74.416287,8
10565,4.0,2.0,0.43,8816.0,1872.0,1988-11-23,549900.0,1988,40.429119,-74.416287,8
10567,3.0,2.0,0.34,8816.0,922.0,2006-01-23,569000.0,2006,40.429119,-74.416287,8
10568,2.0,3.0,0.09,8816.0,1500.0,2021-07-13,299900.0,2021,40.429119,-74.416287,8
10569,4.0,3.0,0.2,8816.0,2738.0,1999-09-17,735000.0,1999,40.429119,-74.416287,8
10570,2.0,3.0,0.1,8816.0,1466.0,2018-08-29,319000.0,2018,40.429119,-74.416287,8
10571,4.0,1.0,0.17,8816.0,1229.0,2007-12-06,379000.0,2007,40.429119,-74.416287,8
10572,4.0,3.0,0.68,8816.0,2308.0,1995-08-29,599000.0,1995,40.429119,-74.416287,8
10573,5.0,4.0,0.36,8816.0,1500.0,1995-04-28,679900.0,1995,40.429119,-74.416287,8
10574,3.0,1.0,0.19,8816.0,1500.0,1994-12-09,340000.0,1994,40.429119,-74.416287,8
10575,3.0,3.0,0.34,8816.0,1592.0,1997-07-17,535000.0,1997,40.429119,-74.416287,8
10576,4.0,3.0,0.11,8816.0,1500.0,2021-06-16,569900.0,2021,40.429119,-74.416287,8
10577,2.0,2.0,0.13,8816.0,1500.0,1987-09-02,335000.0,1987,40.429119,-74.416287,8
10578,2.0,3.0,0.09,8816.0,1200.0,2013-11-04,299999.0,2013,40.429119,-74.416287,8
10579,4.0,3.0,0.34,8816.0,2856.0,1997-06-10,724900.0,1997,40.429119,-74.416287,8
10580,3.0,3.0,0.72,8816.0,1523.0,2006-09-06,450000.0,2006,40.429119,-74.416287,8
10581,2.0,1.0,0.01,8816.0,1208.0,2018-11-26,275000.0,2018,40.429119,-74.416287,8
10582,3.0,1.0,0.21,8816.0,1075.0,2004-08-04,449000.0,2004,40.429119,-74.416287,8
10583,1.0,1.0,0.03,8816.0,1500.0,2005-12-13,172500.0,2005,40.429119,-74.416287,8
10584,2.0,2.0,0.1,8816.0,1095.0,1986-03-10,325000.0,1986,40.429119,-74.416287,8
10585,5.0,4.0,0.34,8816.0,2564.0,1988-08-02,679900.0,1988,40.429119,-74.416287,8
10587,3.0,2.0,0.29,8816.0,1320.0,1986-12-26,367500.0,1986,40.429119,-74.416287,8
10588,2.0,1.0,0.01,8816.0,884.0,1991-11-26,249900.0,1991,40.429119,-74.416287,8
10589,5.0,3.0,0.38,8816.0,3326.0,2021-06-29,649500.0,2021,40.429119,-74.416287,8
10590,2.0,1.0,0.03,8816.0,1500.0,2018-10-16,299000.0,2018,40.429119,-74.416287,8
10591,4.0,4.0,0.26,8816.0,2348.0,1982-12-09,549900.0,1982,40.429119,-74.416287,8
10593,2.0,2.0,0.1,8816.0,1118.0,2005-06-24,310000.0,2005,40.429119,-74.416287,8
10594,4.0,3.0,0.35,8816.0,2612.0,1991-01-22,599900.0,1991,40.429119,-74.416287,8
10596,2.0,2.0,0.54,8816.0,1228.0,2015-08-11,289900.0,2015,40.429119,-74.416287,8
10597,3.0,1.0,0.17,8816.0,1584.0,2021-03-30,459000.0,2021,40.429119,-74.416287,8
10598,6.0,3.0,0.36,8816.0,2419.0,2003-11-06,589000.0,2003,40.429119,-74.416287,8
10599,1.0,1.0,0.1,8816.0,1026.0,2008-07-28,187000.0,2008,40.429119,-74.416287,8
10600,3.0,3.0,0.65,8816.0,1951.0,2015-09-17,499000.0,2015,40.429119,-74.416287,8
10601,4.0,2.0,4.02,8816.0,1500.0,2007-06-08,649900.0,2007,40.429119,-74.416287,8
10603,4.0,3.0,0.6,8816.0,1500.0,1997-07-25,699000.0,1997,40.429119,-74.416287,8
10605,4.0,3.0,0.4,8816.0,1995.0,2016-10-04,579900.0,2016,40.429119,-74.416287,8
10606,3.0,2.0,0.21,8816.0,1500.0,2018-01-03,359900.0,2018,40.429119,-74.416287,8
10607,5.0,4.0,0.31,8816.0,2242.0,2019-04-18,739900.0,2019,40.429119,-74.416287,8
10608,3.0,2.0,0.35,8816.0,2028.0,2004-01-20,449000.0,2004,40.429119,-74.416287,8
10609,2.0,1.0,0.1,8816.0,1500.0,2008-01-17,250000.0,2008,40.429119,-74.416287,8
10611,3.0,2.0,0.35,8816.0,1847.0,2007-07-10,550000.0,2007,40.429119,-74.416287,8
10612,3.0,2.0,0.17,8816.0,1382.0,2005-08-16,375000.0,2005,40.429119,-74.416287,8
10613,3.0,3.0,0.37,8816.0,2515.0,1987-01-21,625000.0,1987,40.429119,-74.416287,8
10614,3.0,3.0,0.3,8816.0,1560.0,2015-01-28,535000.0,2015,40.429119,-74.416287,8
10616,3.0,1.0,0.15,8816.0,1212.0,2004-04-14,300000.0,2004,40.429119,-74.416287,8
10617,5.0,5.0,0.46,8816.0,4182.0,2006-09-07,899900.0,2006,40.429119,-74.416287,8
10618,4.0,2.0,0.33,8816.0,1500.0,1997-05-19,550000.0,1997,40.429119,-74.416287,8
10619,5.0,4.0,0.22,8816.0,3386.0,2019-09-06,1350000.0,2019,40.429119,-74.416287,8
10620,4.0,3.0,0.34,8816.0,2054.0,1987-05-21,574999.0,1987,40.429119,-74.416287,8
10621,4.0,2.0,0.15,8816.0,1590.0,2017-11-28,435000.0,2017,40.429119,-74.416287,8
10622,3.0,3.0,0.1,8816.0,1584.0,2018-07-25,384999.0,2018,40.429119,-74.416287,8
10624,2.0,2.0,0.18,8816.0,1268.0,2018-08-16,419900.0,2018,40.429119,-74.416287,8
10625,3.0,2.0,0.31,8816.0,1336.0,2000-01-07,425000.0,2000,40.429119,-74.416287,8
10626,4.0,3.0,0.43,8816.0,2478.0,2014-05-28,750000.0,2014,40.429119,-74.416287,8
10627,2.0,1.0,0.11,8816.0,1500.0,2009-07-13,275000.0,2009,40.429119,-74.416287,8
10629,4.0,3.0,0.23,8816.0,1500.0,2021-06-24,549900.0,2021,40.429119,-74.416287,8
10631,4.0,3.0,0.25,8816.0,1808.0,1999-04-16,489000.0,1999,40.429119,-74.416287,8
10632,4.0,3.0,0.37,8816.0,1848.0,1993-09-08,525000.0,1993,40.429119,-74.416287,8
10634,2.0,1.0,0.03,8816.0,884.0,2009-07-13,275000.0,2009,40.429119,-74.416287,8
10635,5.0,4.0,0.56,8816.0,1500.0,2004-07-27,799000.0,2004,40.429119,-74.416287,8
10637,6.0,6.0,0.42,8816.0,5050.0,2022-03-08,999900.0,2022,40.429119,-74.416287,8
10638,3.0,3.0,0.22,8816.0,1835.0,2014-09-04,480000.0,2014,40.429119,-74.416287,8
10640,4.0,3.0,0.34,8816.0,2405.0,2014-05-28,669900.0,2014,40.429119,-74.416287,8
10641,3.0,2.0,0.05,8816.0,1342.0,1995-09-12,359310.0,1995,40.429119,-74.416287,8
10642,2.0,3.0,0.1,8816.0,1500.0,2013-07-02,299900.0,2013,40.429119,-74.416287,8
10643,4.0,3.0,0.11,8816.0,1835.0,2009-10-06,489900.0,2009,40.429119,-74.416287,8
10646,3.0,2.0,0.38,8816.0,1632.0,2022-02-09,409900.0,2022,40.429119,-74.416287,8
10648,3.0,2.0,0.46,8816.0,1500.0,1997-06-09,699900.0,1997,40.429119,-74.416287,8
10649,3.0,3.0,0.41,8816.0,1798.0,2015-08-04,525000.0,2015,40.429119,-74.416287,8
10650,2.0,3.0,0.05,8816.0,1392.0,1986-05-30,325000.0,1986,40.429119,-74.416287,8
10651,4.0,3.0,0.43,8816.0,2478.0,2014-05-28,770000.0,2014,40.429119,-74.416287,8
10652,5.0,4.0,3.02,8816.0,3290.0,2003-06-25,1099000.0,2003,40.429119,-74.416287,8
10653,5.0,4.0,0.34,8816.0,1500.0,2005-01-10,899000.0,2005,40.429119,-74.416287,8
10654,4.0,3.0,0.16,8816.0,2402.0,1998-08-10,685000.0,1998,40.429119,-74.416287,8
10655,4.0,2.0,0.11,8816.0,1500.0,1997-11-14,439900.0,1997,40.429119,-74.416287,8
10656,5.0,5.0,50.0,8816.0,5226.0,1996-01-29,1975000.0,1996,40.429119,-74.416287,8
10657,2.0,2.0,0.11,8816.0,1118.0,2003-07-09,275000.0,2003,40.429119,-74.416287,8
10658,3.0,2.0,0.41,8816.0,1500.0,2018-03-09,530000.0,2018,40.429119,-74.416287,8
10659,4.0,2.0,0.15,8816.0,1500.0,2005-10-12,565000.0,2005,40.429119,-74.416287,8
10660,5.0,4.0,5.0,8816.0,4300.0,2013-09-16,1349000.0,2013,40.429119,-74.416287,8
10661,3.0,2.0,2.2,8816.0,1500.0,2014-05-12,850000.0,2014,40.429119,-74.416287,8
10662,3.0,2.0,0.11,8816.0,1460.0,2021-10-08,417000.0,2021,40.429119,-74.416287,8
10663,4.0,3.0,0.34,8816.0,2468.0,1976-08-30,529900.0,1976,40.429119,-74.416287,8
10664,4.0,4.0,0.37,8816.0,2516.0,2021-12-01,774999.0,2021,40.429119,-74.416287,8
10667,3.0,4.0,0.36,8816.0,1758.0,2021-10-20,550000.0,2021,40.429119,-74.416287,8
10668,2.0,2.0,0.08,8816.0,1366.0,2013-05-10,325000.0,2013,40.429119,-74.416287,8
10669,5.0,5.0,1.15,8816.0,4604.0,2004-06-21,1149000.0,2004,40.429119,-74.416287,8
10671,1.0,1.0,0.11,8816.0,776.0,2004-09-10,199900.0,2004,40.429119,-74.416287,8
10674,3.0,1.0,0.22,8816.0,1356.0,2022-02-18,449900.0,2022,40.429119,-74.416287,8
10675,5.0,2.0,0.17,8816.0,1824.0,2005-04-25,589900.0,2005,40.429119,-74.416287,8
10676,2.0,2.0,0.1,8816.0,1095.0,1986-03-10,310000.0,1986,40.429119,-74.416287,8
10677,5.0,4.0,0.11,8816.0,3337.0,2015-11-13,925000.0,2015,40.429119,-74.416287,8
10679,4.0,3.0,0.35,8816.0,1500.0,2020-08-03,684900.0,2020,40.429119,-74.416287,8
10683,1.0,1.0,0.01,7747.0,1500.0,2017-07-03,169000.0,2017,40.415326,-74.253906,8
10684,5.0,3.0,0.33,7747.0,1500.0,1994-06-01,530000.0,1994,40.415326,-74.253906,8
10685,2.0,2.0,0.02,7747.0,1412.0,2006-04-20,359000.0,2006,40.415326,-74.253906,8
10686,4.0,3.0,0.3,7747.0,2346.0,1993-02-02,699900.0,1993,40.415326,-74.253906,8
10687,4.0,3.0,0.25,7747.0,2876.0,1998-10-19,725000.0,1998,40.415326,-74.253906,8
10688,3.0,3.0,0.02,7747.0,1270.0,1998-06-01,310000.0,1998,40.415326,-74.253906,8
10690,4.0,3.0,0.28,7747.0,1500.0,1996-08-12,525000.0,1996,40.415326,-74.253906,8
10691,5.0,4.0,0.59,7747.0,1500.0,2003-01-15,769000.0,2003,40.415326,-74.253906,8
10692,2.0,2.0,0.11,7747.0,1491.0,2017-09-10,340000.0,2017,40.415326,-74.253906,8
10693,1.0,1.0,0.02,7747.0,1500.0,2022-01-05,249900.0,2022,40.415326,-74.253906,8
10694,5.0,3.0,0.52,7747.0,1500.0,1990-01-02,675000.0,1990,40.415326,-74.253906,8
10695,4.0,3.0,0.36,7747.0,1500.0,1993-07-15,499900.0,1993,40.415326,-74.253906,8
10696,3.0,2.0,0.11,7747.0,1998.0,1999-10-19,550000.0,1999,40.415326,-74.253906,8
10698,1.0,1.0,0.11,7747.0,1500.0,1994-01-13,239900.0,1994,40.415326,-74.253906,8
10700,4.0,3.0,0.2,7747.0,2408.0,1992-12-15,765000.0,1992,40.415326,-74.253906,8
