,bed,bath,acre_lot,zip_code,house_size,price,prev_sold_year,latitude,longitude,county
318,2.0,2.0,0.11,6042.0,1088.0,159900.0,1998.0,41.802752,-72.521008,12.0
319,2.0,1.0,0.26,6042.0,1108.0,199900.0,2009.0,41.802752,-72.521008,12.0
320,3.0,2.0,0.14,6042.0,1248.0,240000.0,2014.0,41.802752,-72.521008,12.0
321,3.0,1.0,0.26,6042.0,1336.0,249000.0,2007.0,41.802752,-72.521008,12.0
323,4.0,5.0,1.25,6042.0,3725.0,689900.0,2004.0,41.802752,-72.521008,12.0
324,1.0,2.0,0.11,6042.0,900.0,115000.0,2010.0,41.802752,-72.521008,12.0
325,3.0,3.0,1.17,6042.0,2400.0,379900.0,2018.0,41.802752,-72.521008,12.0
326,3.0,2.0,0.1,6042.0,1256.0,224900.0,2007.0,41.802752,-72.521008,12.0
327,3.0,3.0,0.11,6042.0,1432.0,199900.0,2014.0,41.802752,-72.521008,12.0
328,6.0,4.0,0.17,6042.0,2680.0,214900.0,2007.0,41.802752,-72.521008,12.0
330,2.0,2.0,0.11,6042.0,952.0,129900.0,2009.0,41.802752,-72.521008,12.0
331,3.0,3.0,0.42,6042.0,1370.0,294900.0,2005.0,41.802752,-72.521008,12.0
332,5.0,3.0,0.1,6042.0,1400.0,239000.0,2004.0,41.802752,-72.521008,12.0
333,3.0,1.0,0.28,6042.0,1234.0,164900.0,2002.0,41.802752,-72.521008,12.0
334,3.0,3.0,0.28,6042.0,2388.0,415000.0,1993.0,41.802752,-72.521008,12.0
335,3.0,2.0,0.66,6042.0,1444.0,274900.0,1989.0,41.802752,-72.521008,12.0
336,3.0,1.0,0.33,6042.0,968.0,219900.0,2018.0,41.802752,-72.521008,12.0
339,4.0,4.0,0.31,6042.0,1928.0,265600.0,2010.0,41.802752,-72.521008,12.0
341,3.0,2.0,0.39,6042.0,1770.0,289900.0,2018.0,41.802752,-72.521008,12.0
342,3.0,2.0,0.3,6042.0,1120.0,249000.0,1990.0,41.802752,-72.521008,12.0
343,2.0,3.0,0.26,6042.0,1229.0,224900.0,2013.0,41.802752,-72.521008,12.0
345,3.0,2.0,0.49,6042.0,2304.0,259500.0,2008.0,41.802752,-72.521008,12.0
347,3.0,2.0,0.46,6042.0,1426.0,274900.0,2019.0,41.802752,-72.521008,12.0
349,2.0,1.0,0.14,6042.0,725.0,189900.0,2017.0,41.802752,-72.521008,12.0
351,3.0,2.0,3.0,6042.0,1152.0,300000.0,2010.0,41.802752,-72.521008,12.0
353,2.0,2.0,0.11,6042.0,967.0,170000.0,2007.0,41.802752,-72.521008,12.0
354,3.0,4.0,0.11,6042.0,1464.0,179000.0,2004.0,41.802752,-72.521008,12.0
355,3.0,1.0,0.27,6042.0,1154.0,224900.0,2017.0,41.802752,-72.521008,12.0
356,4.0,2.0,0.24,6042.0,1857.0,165000.0,1996.0,41.802752,-72.521008,12.0
357,4.0,4.0,0.89,6042.0,2272.0,499900.0,2009.0,41.802752,-72.521008,12.0
360,2.0,2.0,0.11,6074.0,1168.0,172500.0,2020.0,41.83809,-72.577836,12.0
363,3.0,2.0,4.1,6074.0,1306.0,250000.0,2007.0,41.83809,-72.577836,12.0
366,3.0,2.0,4.5,6074.0,1345.0,265000.0,2016.0,41.83809,-72.577836,12.0
367,3.0,1.0,0.25,6074.0,1672.0,184900.0,2006.0,41.83809,-72.577836,12.0
369,5.0,4.0,0.66,6074.0,3634.0,550000.0,2001.0,41.83809,-72.577836,12.0
371,3.0,2.0,0.86,6074.0,1040.0,239900.0,2006.0,41.83809,-72.577836,12.0
372,3.0,2.0,0.45,6074.0,1056.0,259900.0,2000.0,41.83809,-72.577836,12.0
373,3.0,2.0,0.11,6074.0,1456.0,249900.0,2018.0,41.83809,-72.577836,12.0
376,4.0,5.0,16.06,6074.0,2076.0,899000.0,1989.0,41.83809,-72.577836,12.0
377,3.0,2.0,0.52,6074.0,1248.0,349900.0,2021.0,41.83809,-72.577836,12.0
378,3.0,2.0,0.46,6074.0,1496.0,310000.0,1995.0,41.83809,-72.577836,12.0
379,2.0,1.0,0.11,6074.0,1130.0,149000.0,2021.0,41.83809,-72.577836,12.0
381,3.0,2.0,0.11,6074.0,1183.0,325000.0,1999.0,41.83809,-72.577836,12.0
382,1.0,2.0,0.11,6074.0,818.0,149900.0,2016.0,41.83809,-72.577836,12.0
383,2.0,2.0,0.11,6074.0,1696.0,409900.0,2013.0,41.83809,-72.577836,12.0
384,5.0,4.0,0.69,6074.0,3050.0,650000.0,2007.0,41.83809,-72.577836,12.0
385,4.0,2.0,0.44,6074.0,2272.0,329900.0,2017.0,41.83809,-72.577836,12.0
386,4.0,4.0,0.88,6074.0,2906.0,565000.0,2015.0,41.83809,-72.577836,12.0
387,3.0,2.0,0.11,6074.0,1470.0,334900.0,2011.0,41.83809,-72.577836,12.0
389,4.0,3.0,0.38,6074.0,2338.0,386900.0,1987.0,41.83809,-72.577836,12.0
390,1.0,1.0,0.11,6074.0,706.0,118000.0,2021.0,41.83809,-72.577836,12.0
