,bed,bath,acre_lot,zip_code,house_size,price,prev_sold_year,latitude,longitude,county
349,6.0,3.0,0.08,7003.0,3395.0,610000.0,1994.0,40.809128,-74.187155,3.0
350,2.0,1.0,0.12,7003.0,1112.0,215000.0,2003.0,40.809128,-74.187155,3.0
351,3.0,2.0,0.13,7003.0,1500.0,479000.0,2006.0,40.809128,-74.187155,3.0
352,3.0,3.0,0.22,7003.0,1500.0,410000.0,2021.0,40.809128,-74.187155,3.0
353,1.0,1.0,0.11,7003.0,595.0,169961.0,2002.0,40.809128,-74.187155,3.0
355,2.0,2.0,0.09,7003.0,1500.0,379888.0,2013.0,40.809128,-74.187155,3.0
358,3.0,2.0,0.11,7003.0,1500.0,489000.0,2002.0,40.809128,-74.187155,3.0
359,3.0,3.0,0.07,7003.0,1500.0,439999.0,2017.0,40.809128,-74.187155,3.0
360,3.0,2.0,0.09,7003.0,1500.0,400000.0,2018.0,40.809128,-74.187155,3.0
361,5.0,2.0,0.11,7003.0,1500.0,589000.0,2006.0,40.809128,-74.187155,3.0
363,4.0,3.0,0.1,7003.0,1500.0,517000.0,2008.0,40.809128,-74.187155,3.0
364,6.0,3.0,0.11,7003.0,1500.0,599000.0,2021.0,40.809128,-74.187155,3.0
365,3.0,2.0,0.12,7003.0,1500.0,524000.0,2017.0,40.809128,-74.187155,3.0
367,3.0,1.0,0.08,7003.0,1500.0,350000.0,1989.0,40.809128,-74.187155,3.0
368,2.0,2.0,0.07,7003.0,1500.0,425000.0,2015.0,40.809128,-74.187155,3.0
369,5.0,3.0,0.13,7003.0,2371.0,749000.0,2018.0,40.809128,-74.187155,3.0
370,4.0,3.0,0.11,7003.0,1500.0,589000.0,2015.0,40.809128,-74.187155,3.0
371,6.0,3.0,0.07,7003.0,1500.0,449900.0,2016.0,40.809128,-74.187155,3.0
372,3.0,2.0,0.12,7003.0,1500.0,489000.0,1999.0,40.809128,-74.187155,3.0
373,3.0,3.0,0.09,7003.0,1232.0,385000.0,2018.0,40.809128,-74.187155,3.0
374,3.0,2.0,0.12,7003.0,1500.0,550000.0,2016.0,40.809128,-74.187155,3.0
376,3.0,2.0,0.12,7003.0,1500.0,429000.0,2000.0,40.809128,-74.187155,3.0
380,3.0,2.0,0.08,7003.0,1500.0,379900.0,2014.0,40.809128,-74.187155,3.0
381,4.0,3.0,0.12,7003.0,1500.0,392000.0,2005.0,40.809128,-74.187155,3.0
382,5.0,3.0,0.15,7003.0,1500.0,470000.0,2015.0,40.809128,-74.187155,3.0
384,2.0,3.0,2.24,7003.0,1720.0,365000.0,2016.0,40.809128,-74.187155,3.0
385,3.0,1.0,0.17,7003.0,1500.0,299000.0,2004.0,40.809128,-74.187155,3.0
386,3.0,2.0,0.11,7003.0,1500.0,350000.0,2008.0,40.809128,-74.187155,3.0
